,value
Week1,99.65
Week2,110.75
Week3,96.15
Week4,106.21
Week5,106.43
Week6,99.91
Week7,102.3
Week8,72.34
Week9,93.14
Week10,102.59
Week11,97.5
Week12,91.33
Week13,119.16
Week14,98.14
Week15,105.19
Week16,83.59
Week17,45.65
Week18,113.85
Week19,85.27
Week20,88.96
Week21,115.74
Week22,110.72
Week23,77.43
Week24,77.54
Week25,90.49
Week26,91.5
Week27,104.43
Week28,116.53
Week29,69.86
Week30,80.23
Week31,105.76
Week32,101.85
Week33,96.87
Week34,90.61
Week35,68.86
Week36,95.58
Week37,59.26
Week38,65.95
Week39,74.28
Week40,62.26
Week41,94.47
Week42,95.11
Week43,62.82
Week44,71.29
Week45,92.9
Week46,73.72
Week47,85.54
Week48,84.35
Week49,89.26
Week50,98.87
Week51,82.14
Week52,72.58
