,value
Week1,62.03
Week2,122.47
Week3,107.94
Week4,92.77
Week5,121.39
Week6,98.68
Week7,88.45
Week8,89.16
Week9,78.51
Week10,90.1
Week11,64.09
Week12,83.04
Week13,76.55
Week14,101.45
Week15,96.71
Week16,89.3
Week17,112.87
Week18,132.15
Week19,76.38
Week20,110.12
Week21,78.9
Week22,74.46
Week23,91.82
Week24,71.12
Week25,95.72
Week26,106.35
Week27,110.41
Week28,94.98
Week29,97.74
Week30,97.43
Week31,95.71
Week32,79.18
Week33,81.51
Week34,93.56
Week35,77.72
Week36,56.31
Week37,82.93
Week38,87.69
Week39,79.02
Week40,75.42
Week41,103.12
Week42,117.35
Week43,78.65
Week44,102.19
Week45,60.16
Week46,72.19
Week47,47.83
Week48,89.95
Week49,73.04
Week50,72.96
Week51,86.93
Week52,70.44
