,value
Week1,110.39
Week2,87.72
Week3,113.16
Week4,67.34
Week5,126.34
Week6,98.38
Week7,110.72
Week8,102.61
Week9,114.44
Week10,98.68
Week11,112.31
Week12,99.53
Week13,92.95
Week14,94.23
Week15,104.02
Week16,89.64
Week17,105.47
Week18,96.94
Week19,110.41
Week20,103.24
Week21,118.66
Week22,88.85
Week23,115.23
Week24,113.84
Week25,112.31
Week26,87.65
Week27,107.54
Week28,102.29
Week29,123.17
Week30,120.78
Week31,122.76
Week32,126.35
Week33,116.57
Week34,99.23
Week35,109.77
Week36,121.8
Week37,115.3
Week38,115.76
Week39,125.96
Week40,97.57
Week41,131.2
Week42,115.67
Week43,127.64
Week44,129.58
Week45,112.19
Week46,137.76
Week47,121.6
Week48,107.25
Week49,99.39
Week50,132.88
Week51,120.03
Week52,138.9
