,value
Week1,104.71
Week2,118.56
Week3,72.14
Week4,92.06
Week5,115.02
Week6,86.7
Week7,91.28
Week8,109.1
Week9,104.35
Week10,116.59
Week11,111.09
Week12,76.16
Week13,84.85
Week14,105.04
Week15,118.11
Week16,111.51
Week17,133.52
Week18,124.4
Week19,108.55
Week20,124.82
Week21,119.08
Week22,106.62
Week23,87.99
Week24,112.75
Week25,100.29
Week26,130.05
Week27,92.5
Week28,94.48
Week29,80.53
Week30,138.86
Week31,84.74
Week32,100.61
Week33,108.92
Week34,101.92
Week35,97.2
Week36,109.17
Week37,93.79
Week38,142.15
Week39,111.2
Week40,119.08
Week41,141.93
Week42,128.37
Week43,133.56
Week44,129.91
Week45,131.7
Week46,127.11
Week47,128.81
Week48,126.07
Week49,138.61
Week50,110.23
Week51,114.73
Week52,133.17
