,value
Week1,91.52
Week2,93.06
Week3,111.93
Week4,93.53
Week5,88.02
Week6,106.45
Week7,103.55
Week8,109.48
Week9,74.11
Week10,91.74
Week11,88.48
Week12,104.26
Week13,105.3
Week14,119.93
Week15,84.42
Week16,118.14
Week17,96.97
Week18,82.83
Week19,96.59
Week20,104.72
Week21,87.31
Week22,64.98
Week23,78.03
Week24,68.72
Week25,90.41
Week26,83.88
Week27,70.52
Week28,103.05
Week29,82.43
Week30,116.71
Week31,93.17
Week32,91.98
Week33,92.09
Week34,99.02
Week35,93.78
Week36,103.14
Week37,95.12
Week38,111.12
Week39,92.32
Week40,105.15
Week41,76.72
Week42,60.45
Week43,84.44
Week44,82.16
Week45,79.02
Week46,68.64
Week47,64.49
Week48,88.02
Week49,83.33
Week50,55.74
Week51,85.41
Week52,83.35
