,value
Week1,128.6
Week2,92.99
Week3,92.03
Week4,81.13
Week5,103.76
Week6,132.86
Week7,104.43
Week8,81.68
Week9,112.47
Week10,86.45
Week11,87.41
Week12,102.75
Week13,102.04
Week14,93.23
Week15,111.51
Week16,125.61
Week17,111.15
Week18,103.82
Week19,104.14
Week20,135.24
Week21,92.65
Week22,106.37
Week23,92.19
Week24,90.73
Week25,128.86
Week26,104.47
Week27,121.85
Week28,132.7
Week29,100.58
Week30,108.28
Week31,121.12
Week32,95.48
Week33,97.68
Week34,113.09
Week35,109.35
Week36,118.47
Week37,110.06
Week38,121.31
Week39,117.09
Week40,110.56
Week41,122.04
Week42,130.0
Week43,117.39
Week44,116.36
Week45,144.26
Week46,100.41
Week47,109.1
Week48,96.86
Week49,109.03
Week50,123.79
Week51,104.56
Week52,134.19
