,value
Week1,76.69
Week2,107.86
Week3,114.66
Week4,76.7
Week5,120.11
Week6,94.06
Week7,120.41
Week8,109.86
Week9,119.02
Week10,103.29
Week11,91.57
Week12,91.16
Week13,97.88
Week14,88.48
Week15,93.38
Week16,98.73
Week17,75.56
Week18,102.71
Week19,90.78
Week20,110.86
Week21,100.54
Week22,99.99
Week23,79.96
Week24,99.16
Week25,92.83
Week26,67.5
Week27,94.31
Week28,121.5
Week29,99.63
Week30,82.64
Week31,76.03
Week32,81.25
Week33,77.5
Week34,107.63
Week35,95.32
Week36,79.54
Week37,104.05
Week38,79.62
Week39,83.4
Week40,97.67
Week41,81.86
Week42,61.04
Week43,76.5
Week44,61.09
Week45,74.47
Week46,85.3
Week47,94.36
Week48,81.2
Week49,89.55
Week50,75.04
Week51,63.86
Week52,112.11
