,value
Week1,92.64
Week2,76.94
Week3,102.43
Week4,88.05
Week5,90.71
Week6,72.78
Week7,75.46
Week8,93.94
Week9,94.9
Week10,123.55
Week11,108.62
Week12,74.82
Week13,106.51
Week14,93.66
Week15,114.82
Week16,59.94
Week17,100.6
Week18,82.11
Week19,107.46
Week20,100.86
Week21,89.18
Week22,79.97
Week23,112.06
Week24,92.11
Week25,88.67
Week26,99.58
Week27,94.83
Week28,95.2
Week29,89.63
Week30,105.23
Week31,91.62
Week32,83.77
Week33,86.39
Week34,89.77
Week35,76.18
Week36,83.68
Week37,88.03
Week38,88.8
Week39,85.52
Week40,90.93
Week41,96.47
Week42,83.79
Week43,99.78
Week44,87.04
Week45,62.46
Week46,82.47
Week47,74.36
Week48,67.18
Week49,84.79
Week50,78.37
Week51,70.1
Week52,69.45
