,value
Week1,113.24
Week2,115.49
Week3,124.46
Week4,121.94
Week5,106.39
Week6,97.81
Week7,93.35
Week8,80.31
Week9,93.08
Week10,100.99
Week11,84.79
Week12,98.24
Week13,69.77
Week14,83.89
Week15,120.33
Week16,93.27
Week17,80.73
Week18,113.07
Week19,79.91
Week20,105.38
Week21,103.74
Week22,120.67
Week23,113.02
Week24,72.81
Week25,110.21
Week26,79.3
Week27,85.99
Week28,103.99
Week29,77.78
Week30,80.42
Week31,68.2
Week32,101.66
Week33,82.52
Week34,99.85
Week35,83.9
Week36,79.39
Week37,87.59
Week38,81.58
Week39,89.05
Week40,66.2
Week41,86.67
Week42,49.76
Week43,80.56
Week44,90.54
Week45,89.88
Week46,95.43
Week47,77.13
Week48,39.79
Week49,85.85
Week50,57.92
Week51,90.55
Week52,56.97
