,value
Week1,69.93
Week2,89.24
Week3,80.91
Week4,85.28
Week5,113.0
Week6,104.8
Week7,99.7
Week8,115.32
Week9,112.37
Week10,99.44
Week11,122.16
Week12,100.15
Week13,116.67
Week14,60.84
Week15,120.55
Week16,107.65
Week17,97.26
Week18,90.5
Week19,116.64
Week20,106.58
Week21,125.96
Week22,97.99
Week23,127.81
Week24,131.63
Week25,122.68
Week26,87.2
Week27,93.74
Week28,101.13
Week29,101.36
Week30,121.36
Week31,82.22
Week32,99.33
Week33,116.89
Week34,109.33
Week35,93.32
Week36,127.03
Week37,88.44
Week38,113.0
Week39,139.0
Week40,88.62
Week41,147.21
Week42,123.45
Week43,152.34
Week44,105.22
Week45,116.48
Week46,129.21
Week47,131.48
Week48,117.3
Week49,110.89
Week50,146.36
Week51,126.07
Week52,144.75
