,value
Week1,107.91
Week2,90.78
Week3,94.21
Week4,97.33
Week5,108.35
Week6,102.5
Week7,112.57
Week8,114.4
Week9,112.4
Week10,90.74
Week11,109.31
Week12,115.71
Week13,127.46
Week14,95.43
Week15,82.52
Week16,97.72
Week17,127.71
Week18,106.57
Week19,137.17
Week20,109.96
Week21,123.24
Week22,110.51
Week23,114.58
Week24,96.95
Week25,134.01
Week26,87.78
Week27,130.06
Week28,112.13
Week29,124.14
Week30,104.51
Week31,77.57
Week32,120.35
Week33,98.34
Week34,113.46
Week35,93.11
Week36,103.88
Week37,122.61
Week38,95.66
Week39,93.86
Week40,116.5
Week41,113.83
Week42,107.25
Week43,120.12
Week44,110.05
Week45,136.13
Week46,111.82
Week47,121.22
Week48,115.58
Week49,116.1
Week50,137.74
Week51,119.46
Week52,122.74
