,value
Week1,115.37
Week2,115.71
Week3,104.53
Week4,120.92
Week5,98.23
Week6,119.04
Week7,90.42
Week8,83.38
Week9,113.88
Week10,75.24
Week11,94.19
Week12,107.75
Week13,83.49
Week14,100.91
Week15,118.96
Week16,89.94
Week17,108.82
Week18,97.32
Week19,91.5
Week20,102.81
Week21,78.87
Week22,131.93
Week23,84.58
Week24,91.96
Week25,101.36
Week26,122.47
Week27,99.79
Week28,101.94
Week29,118.79
Week30,121.28
Week31,104.04
Week32,102.92
Week33,98.88
Week34,101.74
Week35,125.87
Week36,136.42
Week37,119.55
Week38,123.94
Week39,91.31
Week40,111.67
Week41,106.04
Week42,131.35
Week43,115.11
Week44,122.0
Week45,144.26
Week46,114.19
Week47,104.96
Week48,101.86
Week49,129.55
Week50,124.93
Week51,111.97
Week52,152.78
