,value
Week1,106.22
Week2,95.85
Week3,110.89
Week4,125.44
Week5,87.94
Week6,109.8
Week7,103.41
Week8,103.78
Week9,111.49
Week10,91.3
Week11,86.35
Week12,108.78
Week13,113.33
Week14,81.72
Week15,106.52
Week16,116.63
Week17,104.16
Week18,114.91
Week19,74.28
Week20,78.56
Week21,101.19
Week22,97.56
Week23,109.57
Week24,91.71
Week25,122.17
Week26,99.65
Week27,129.95
Week28,97.0
Week29,92.43
Week30,105.95
Week31,131.92
Week32,135.89
Week33,103.38
Week34,125.22
Week35,126.96
Week36,123.81
Week37,104.9
Week38,116.08
Week39,93.22
Week40,143.34
Week41,122.42
Week42,113.33
Week43,103.85
Week44,106.53
Week45,114.77
Week46,144.72
Week47,94.21
Week48,131.51
Week49,124.64
Week50,131.56
Week51,110.38
Week52,134.38
