,value
Week1,101.01
Week2,117.03
Week3,71.66
Week4,109.88
Week5,113.3
Week6,126.44
Week7,114.83
Week8,87.41
Week9,122.91
Week10,111.51
Week11,74.41
Week12,83.6
Week13,90.76
Week14,72.01
Week15,106.09
Week16,97.66
Week17,85.88
Week18,89.99
Week19,90.3
Week20,121.08
Week21,86.19
Week22,99.16
Week23,88.86
Week24,96.42
Week25,67.58
Week26,86.93
Week27,104.09
Week28,92.87
Week29,108.38
Week30,79.26
Week31,58.06
Week32,92.67
Week33,83.05
Week34,88.3
Week35,103.14
Week36,78.75
Week37,109.67
Week38,95.79
Week39,54.91
Week40,79.65
Week41,72.36
Week42,75.72
Week43,80.24
Week44,70.12
Week45,69.28
Week46,88.12
Week47,104.7
Week48,98.23
Week49,36.65
Week50,72.2
Week51,82.79
Week52,83.67
