,value
Week1,113.46
Week2,87.86
Week3,105.26
Week4,109.17
Week5,111.31
Week6,106.1
Week7,115.49
Week8,77.67
Week9,103.95
Week10,121.58
Week11,95.43
Week12,50.47
Week13,110.69
Week14,102.32
Week15,64.17
Week16,122.01
Week17,113.4
Week18,109.09
Week19,100.65
Week20,113.49
Week21,121.77
Week22,111.8
Week23,107.22
Week24,95.41
Week25,109.79
Week26,119.28
Week27,109.79
Week28,87.87
Week29,103.21
Week30,134.3
Week31,108.73
Week32,117.79
Week33,119.5
Week34,93.81
Week35,119.47
Week36,120.63
Week37,127.03
Week38,106.74
Week39,99.96
Week40,136.65
Week41,134.59
Week42,103.97
Week43,110.68
Week44,114.01
Week45,117.66
Week46,84.5
Week47,114.0
Week48,113.89
Week49,132.07
Week50,96.48
Week51,99.69
Week52,132.76
