,value
Week1,101.14
Week2,115.87
Week3,104.79
Week4,105.74
Week5,95.28
Week6,108.24
Week7,109.76
Week8,108.59
Week9,101.38
Week10,97.72
Week11,95.78
Week12,116.17
Week13,103.76
Week14,88.87
Week15,89.0
Week16,117.63
Week17,128.81
Week18,107.41
Week19,127.14
Week20,112.54
Week21,119.6
Week22,129.96
Week23,93.2
Week24,132.63
Week25,83.27
Week26,125.4
Week27,75.97
Week28,103.24
Week29,113.34
Week30,91.85
Week31,115.2
Week32,132.47
Week33,109.95
Week34,127.29
Week35,102.34
Week36,116.52
Week37,108.8
Week38,108.68
Week39,111.33
Week40,114.92
Week41,111.66
Week42,119.43
Week43,128.3
Week44,113.27
Week45,135.11
Week46,116.36
Week47,118.48
Week48,103.26
Week49,125.99
Week50,125.93
Week51,92.05
Week52,127.28
