,value
Week1,95.23
Week2,83.24
Week3,94.37
Week4,91.79
Week5,89.43
Week6,120.93
Week7,102.7
Week8,87.81
Week9,83.07
Week10,86.52
Week11,103.39
Week12,108.81
Week13,66.09
Week14,86.92
Week15,95.65
Week16,118.85
Week17,79.9
Week18,102.47
Week19,95.0
Week20,80.2
Week21,80.28
Week22,94.46
Week23,120.19
Week24,96.77
Week25,77.42
Week26,98.84
Week27,92.84
Week28,85.46
Week29,92.67
Week30,73.14
Week31,108.82
Week32,91.8
Week33,91.67
Week34,89.48
Week35,93.33
Week36,73.91
Week37,79.31
Week38,92.79
Week39,73.05
Week40,103.24
Week41,77.46
Week42,82.29
Week43,89.04
Week44,61.37
Week45,81.73
Week46,92.76
Week47,47.95
Week48,69.97
Week49,75.52
Week50,84.8
Week51,67.19
Week52,95.18
