,value
Week1,111.73
Week2,89.7
Week3,76.31
Week4,99.18
Week5,94.16
Week6,97.12
Week7,114.61
Week8,112.99
Week9,99.96
Week10,133.83
Week11,99.43
Week12,107.15
Week13,121.31
Week14,106.84
Week15,118.4
Week16,129.41
Week17,93.5
Week18,107.95
Week19,115.69
Week20,110.31
Week21,110.89
Week22,110.32
Week23,81.59
Week24,107.73
Week25,86.92
Week26,81.15
Week27,98.95
Week28,95.33
Week29,119.03
Week30,132.92
Week31,83.99
Week32,105.24
Week33,131.09
Week34,86.96
Week35,105.04
Week36,127.72
Week37,116.68
Week38,106.54
Week39,109.74
Week40,117.78
Week41,109.18
Week42,144.04
Week43,121.27
Week44,129.9
Week45,121.4
Week46,155.71
Week47,132.42
Week48,128.7
Week49,137.47
Week50,128.85
Week51,117.45
Week52,114.47
