,value
Week1,113.84
Week2,111.54
Week3,97.75
Week4,104.14
Week5,94.75
Week6,107.04
Week7,114.25
Week8,89.04
Week9,96.42
Week10,114.32
Week11,105.55
Week12,90.29
Week13,102.93
Week14,113.84
Week15,105.29
Week16,115.33
Week17,123.78
Week18,140.05
Week19,118.68
Week20,100.16
Week21,132.0
Week22,90.34
Week23,98.79
Week24,106.85
Week25,79.22
Week26,80.87
Week27,96.71
Week28,114.4
Week29,119.81
Week30,118.46
Week31,120.33
Week32,144.7
Week33,86.72
Week34,118.14
Week35,116.68
Week36,130.18
Week37,121.28
Week38,132.61
Week39,123.14
Week40,135.48
Week41,124.08
Week42,113.71
Week43,110.78
Week44,100.95
Week45,124.72
Week46,120.99
Week47,126.72
Week48,120.01
Week49,111.25
Week50,136.62
Week51,107.51
Week52,113.25
