,value
Week1,99.17
Week2,109.76
Week3,126.49
Week4,120.47
Week5,79.46
Week6,98.04
Week7,99.72
Week8,111.67
Week9,104.42
Week10,88.73
Week11,110.04
Week12,115.23
Week13,99.08
Week14,95.71
Week15,98.77
Week16,105.23
Week17,102.02
Week18,97.43
Week19,58.34
Week20,127.16
Week21,116.7
Week22,93.73
Week23,121.94
Week24,119.63
Week25,88.66
Week26,85.54
Week27,126.78
Week28,110.83
Week29,130.92
Week30,81.29
Week31,130.71
Week32,82.82
Week33,101.16
Week34,102.21
Week35,138.61
Week36,95.53
Week37,115.67
Week38,105.58
Week39,103.01
Week40,143.37
Week41,123.38
Week42,97.5
Week43,101.81
Week44,118.69
Week45,115.19
Week46,133.55
Week47,101.8
Week48,142.69
Week49,121.01
Week50,131.39
Week51,127.23
Week52,107.76
