,value
Week1,85.96
Week2,118.38
Week3,93.29
Week4,96.14
Week5,77.43
Week6,119.35
Week7,108.98
Week8,103.43
Week9,111.98
Week10,100.58
Week11,99.66
Week12,101.17
Week13,86.38
Week14,106.98
Week15,86.73
Week16,56.51
Week17,108.84
Week18,94.45
Week19,99.02
Week20,64.75
Week21,87.66
Week22,100.36
Week23,91.82
Week24,97.46
Week25,84.99
Week26,74.36
Week27,124.5
Week28,118.56
Week29,89.15
Week30,82.0
Week31,106.83
Week32,104.37
Week33,94.38
Week34,118.21
Week35,85.75
Week36,94.74
Week37,64.81
Week38,124.27
Week39,114.83
Week40,75.1
Week41,75.73
Week42,89.55
Week43,117.21
Week44,88.17
Week45,80.92
Week46,109.51
Week47,78.11
Week48,71.84
Week49,64.92
Week50,87.35
Week51,68.28
Week52,68.94
