,value
Week1,96.6
Week2,76.85
Week3,119.85
Week4,78.48
Week5,90.51
Week6,91.46
Week7,87.5
Week8,78.23
Week9,85.57
Week10,89.76
Week11,83.81
Week12,111.93
Week13,74.83
Week14,82.42
Week15,70.24
Week16,103.17
Week17,89.77
Week18,93.78
Week19,102.86
Week20,93.8
Week21,101.85
Week22,77.49
Week23,86.6
Week24,71.89
Week25,114.76
Week26,85.56
Week27,93.48
Week28,111.8
Week29,72.14
Week30,89.78
Week31,69.03
Week32,89.95
Week33,104.94
Week34,75.13
Week35,78.58
Week36,78.0
Week37,87.16
Week38,64.94
Week39,101.81
Week40,86.53
Week41,91.16
Week42,83.49
Week43,82.7
Week44,89.99
Week45,83.0
Week46,92.29
Week47,77.22
Week48,76.77
Week49,62.95
Week50,67.89
Week51,77.7
Week52,83.59
