,value
Week1,118.34
Week2,76.4
Week3,90.17
Week4,101.84
Week5,140.21
Week6,92.4
Week7,75.7
Week8,106.94
Week9,95.58
Week10,90.92
Week11,108.43
Week12,126.38
Week13,76.91
Week14,74.78
Week15,87.96
Week16,59.83
Week17,98.09
Week18,90.01
Week19,106.11
Week20,121.58
Week21,108.44
Week22,107.93
Week23,92.26
Week24,74.75
Week25,66.18
Week26,89.39
Week27,109.41
Week28,117.63
Week29,71.64
Week30,101.97
Week31,65.37
Week32,46.32
Week33,92.08
Week34,98.25
Week35,64.43
Week36,74.22
Week37,104.05
Week38,99.93
Week39,92.99
Week40,82.88
Week41,70.78
Week42,72.6
Week43,58.74
Week44,85.62
Week45,89.94
Week46,75.97
Week47,97.86
Week48,90.63
Week49,102.2
Week50,62.08
Week51,107.5
Week52,71.81
