,value
Week1,110.87
Week2,115.03
Week3,114.5
Week4,99.67
Week5,119.99
Week6,102.02
Week7,116.9
Week8,91.29
Week9,98.93
Week10,110.76
Week11,80.59
Week12,87.22
Week13,106.6
Week14,93.63
Week15,104.89
Week16,104.62
Week17,90.18
Week18,72.15
Week19,113.89
Week20,97.29
Week21,70.47
Week22,71.48
Week23,91.45
Week24,79.72
Week25,91.6
Week26,86.93
Week27,89.19
Week28,96.63
Week29,92.63
Week30,87.53
Week31,65.78
Week32,102.02
Week33,80.79
Week34,85.31
Week35,69.0
Week36,73.25
Week37,83.58
Week38,81.42
Week39,95.71
Week40,57.9
Week41,78.86
Week42,94.99
Week43,103.33
Week44,76.63
Week45,62.73
Week46,110.21
Week47,88.19
Week48,67.59
Week49,82.63
Week50,53.25
Week51,80.96
Week52,99.31
