,value
Week1,86.67
Week2,114.14
Week3,86.1
Week4,95.64
Week5,86.1
Week6,97.32
Week7,75.28
Week8,96.22
Week9,63.29
Week10,113.46
Week11,97.82
Week12,93.46
Week13,109.56
Week14,103.45
Week15,78.98
Week16,91.19
Week17,94.02
Week18,101.92
Week19,128.99
Week20,124.39
Week21,94.11
Week22,128.39
Week23,103.11
Week24,85.7
Week25,108.48
Week26,90.27
Week27,126.7
Week28,104.7
Week29,142.66
Week30,111.21
Week31,98.6
Week32,102.03
Week33,114.48
Week34,109.18
Week35,132.94
Week36,100.27
Week37,110.44
Week38,130.1
Week39,108.06
Week40,116.57
Week41,130.32
Week42,115.58
Week43,104.66
Week44,118.13
Week45,119.06
Week46,102.74
Week47,94.52
Week48,126.05
Week49,129.11
Week50,133.38
Week51,134.96
Week52,94.85
