,value
Week1,88.77
Week2,103.43
Week3,92.87
Week4,107.89
Week5,114.54
Week6,119.36
Week7,101.03
Week8,84.89
Week9,96.87
Week10,110.25
Week11,87.82
Week12,125.44
Week13,97.11
Week14,87.59
Week15,88.61
Week16,73.81
Week17,100.21
Week18,114.48
Week19,110.88
Week20,140.83
Week21,100.06
Week22,98.38
Week23,86.13
Week24,82.27
Week25,89.18
Week26,107.01
Week27,100.08
Week28,110.92
Week29,87.13
Week30,142.45
Week31,93.5
Week32,70.38
Week33,128.75
Week34,127.41
Week35,107.14
Week36,115.41
Week37,122.18
Week38,125.3
Week39,114.77
Week40,117.71
Week41,110.73
Week42,126.38
Week43,130.41
Week44,112.76
Week45,130.55
Week46,109.67
Week47,103.01
Week48,106.44
Week49,130.58
Week50,120.34
Week51,130.04
Week52,88.78
