,value
Week1,92.95
Week2,107.94
Week3,90.8
Week4,91.12
Week5,122.29
Week6,95.33
Week7,83.08
Week8,100.79
Week9,115.98
Week10,106.56
Week11,112.62
Week12,108.22
Week13,91.88
Week14,86.12
Week15,97.72
Week16,95.25
Week17,97.01
Week18,77.97
Week19,109.01
Week20,101.0
Week21,90.43
Week22,70.81
Week23,70.39
Week24,98.86
Week25,72.26
Week26,91.44
Week27,96.62
Week28,96.15
Week29,80.94
Week30,75.24
Week31,103.45
Week32,82.89
Week33,76.21
Week34,81.51
Week35,84.95
Week36,92.19
Week37,89.84
Week38,97.93
Week39,84.43
Week40,78.18
Week41,83.78
Week42,79.49
Week43,100.59
Week44,102.08
Week45,91.02
Week46,74.65
Week47,87.18
Week48,65.0
Week49,81.69
Week50,108.05
Week51,80.06
Week52,46.62
