,value
Week1,129.13
Week2,93.46
Week3,108.07
Week4,114.74
Week5,80.45
Week6,97.11
Week7,88.57
Week8,91.88
Week9,112.64
Week10,89.07
Week11,102.98
Week12,108.68
Week13,104.94
Week14,128.66
Week15,104.45
Week16,84.79
Week17,106.22
Week18,89.47
Week19,87.46
Week20,102.39
Week21,76.29
Week22,65.99
Week23,99.22
Week24,106.1
Week25,80.77
Week26,88.44
Week27,108.84
Week28,110.59
Week29,80.64
Week30,105.34
Week31,76.32
Week32,73.93
Week33,87.88
Week34,103.14
Week35,88.7
Week36,83.91
Week37,73.6
Week38,91.92
Week39,96.33
Week40,73.89
Week41,88.03
Week42,63.43
Week43,75.28
Week44,83.01
Week45,76.59
Week46,86.37
Week47,61.31
Week48,89.86
Week49,68.24
Week50,90.58
Week51,77.77
Week52,87.1
