,value
Week1,99.66
Week2,93.84
Week3,76.6
Week4,102.16
Week5,98.47
Week6,112.33
Week7,70.84
Week8,108.02
Week9,119.89
Week10,101.28
Week11,109.17
Week12,113.03
Week13,104.56
Week14,123.06
Week15,83.48
Week16,108.15
Week17,81.94
Week18,75.44
Week19,94.27
Week20,91.65
Week21,58.77
Week22,119.08
Week23,83.03
Week24,85.84
Week25,87.41
Week26,105.06
Week27,87.99
Week28,102.46
Week29,97.06
Week30,99.04
Week31,67.69
Week32,80.35
Week33,66.34
Week34,76.65
Week35,84.93
Week36,89.5
Week37,76.78
Week38,67.31
Week39,73.83
Week40,80.72
Week41,123.64
Week42,80.11
Week43,60.4
Week44,79.09
Week45,106.92
Week46,102.66
Week47,95.71
Week48,98.91
Week49,64.59
Week50,47.22
Week51,75.71
Week52,94.81
