,value
Week1,92.42
Week2,96.03
Week3,107.41
Week4,105.89
Week5,107.1
Week6,97.02
Week7,118.97
Week8,109.5
Week9,111.62
Week10,124.46
Week11,100.36
Week12,97.01
Week13,101.25
Week14,89.49
Week15,128.88
Week16,98.67
Week17,94.53
Week18,93.45
Week19,107.35
Week20,98.37
Week21,148.99
Week22,85.97
Week23,110.74
Week24,97.48
Week25,125.87
Week26,99.19
Week27,106.43
Week28,111.41
Week29,94.13
Week30,112.16
Week31,117.78
Week32,88.1
Week33,101.55
Week34,135.99
Week35,108.42
Week36,127.24
Week37,95.74
Week38,106.43
Week39,107.46
Week40,132.82
Week41,108.68
Week42,117.4
Week43,118.67
Week44,108.91
Week45,107.68
Week46,116.28
Week47,108.02
Week48,147.77
Week49,104.41
Week50,130.28
Week51,125.78
Week52,127.61
