,value
Week1,95.96
Week2,92.66
Week3,107.58
Week4,102.72
Week5,89.1
Week6,86.01
Week7,87.93
Week8,76.87
Week9,98.5
Week10,104.99
Week11,88.33
Week12,107.22
Week13,102.0
Week14,118.08
Week15,94.75
Week16,80.19
Week17,103.81
Week18,97.27
Week19,62.26
Week20,101.93
Week21,123.86
Week22,117.9
Week23,108.86
Week24,110.95
Week25,124.24
Week26,103.82
Week27,135.04
Week28,93.86
Week29,114.24
Week30,109.6
Week31,135.97
Week32,96.38
Week33,100.19
Week34,110.84
Week35,118.61
Week36,124.46
Week37,125.12
Week38,124.05
Week39,77.66
Week40,68.48
Week41,147.77
Week42,128.97
Week43,128.34
Week44,111.93
Week45,137.79
Week46,113.97
Week47,122.99
Week48,111.15
Week49,97.89
Week50,106.91
Week51,133.94
Week52,101.06
