,value
Week1,95.22
Week2,86.91
Week3,87.46
Week4,97.28
Week5,91.4
Week6,114.19
Week7,123.62
Week8,99.36
Week9,110.77
Week10,90.97
Week11,69.61
Week12,95.18
Week13,112.7
Week14,92.52
Week15,92.35
Week16,88.9
Week17,129.08
Week18,96.62
Week19,66.51
Week20,127.55
Week21,114.54
Week22,109.81
Week23,74.92
Week24,109.43
Week25,125.93
Week26,139.72
Week27,111.02
Week28,110.11
Week29,108.86
Week30,122.96
Week31,102.06
Week32,112.16
Week33,123.47
Week34,136.16
Week35,109.44
Week36,116.71
Week37,98.48
Week38,143.16
Week39,117.25
Week40,107.85
Week41,129.73
Week42,130.38
Week43,133.9
Week44,123.9
Week45,121.65
Week46,112.62
Week47,107.79
Week48,116.49
Week49,110.98
Week50,131.95
Week51,138.71
Week52,93.76
