,value
Week1,107.91
Week2,118.6
Week3,95.27
Week4,117.88
Week5,98.5
Week6,117.86
Week7,128.03
Week8,110.11
Week9,99.05
Week10,95.25
Week11,83.6
Week12,92.59
Week13,108.9
Week14,127.96
Week15,128.9
Week16,92.98
Week17,98.17
Week18,118.79
Week19,115.97
Week20,101.04
Week21,99.57
Week22,103.52
Week23,92.13
Week24,102.6
Week25,130.98
Week26,111.68
Week27,141.28
Week28,116.22
Week29,159.7
Week30,100.41
Week31,107.19
Week32,75.75
Week33,112.28
Week34,115.97
Week35,93.21
Week36,119.98
Week37,130.85
Week38,93.07
Week39,136.42
Week40,139.75
Week41,104.54
Week42,118.96
Week43,108.84
Week44,123.83
Week45,127.77
Week46,115.13
Week47,127.06
Week48,94.46
Week49,114.81
Week50,135.11
Week51,116.85
Week52,100.75
