,value
Week1,95.49
Week2,88.63
Week3,128.63
Week4,104.19
Week5,122.59
Week6,100.28
Week7,72.73
Week8,105.43
Week9,102.52
Week10,102.27
Week11,97.21
Week12,110.06
Week13,90.35
Week14,110.43
Week15,102.06
Week16,140.03
Week17,79.44
Week18,71.11
Week19,89.66
Week20,81.84
Week21,85.9
Week22,72.04
Week23,111.3
Week24,94.0
Week25,91.16
Week26,94.09
Week27,68.57
Week28,116.76
Week29,96.78
Week30,47.69
Week31,76.3
Week32,91.59
Week33,86.26
Week34,86.52
Week35,100.77
Week36,84.39
Week37,94.0
Week38,79.66
Week39,94.75
Week40,84.49
Week41,101.37
Week42,68.05
Week43,86.54
Week44,95.64
Week45,75.25
Week46,65.33
Week47,90.28
Week48,73.92
Week49,57.1
Week50,96.04
Week51,72.24
Week52,81.9
