,value
Week1,92.98
Week2,123.14
Week3,110.24
Week4,99.23
Week5,78.42
Week6,105.96
Week7,89.14
Week8,117.59
Week9,117.55
Week10,104.2
Week11,96.51
Week12,104.12
Week13,83.48
Week14,77.28
Week15,95.29
Week16,82.88
Week17,80.69
Week18,90.91
Week19,96.18
Week20,96.89
Week21,106.08
Week22,112.61
Week23,84.46
Week24,103.39
Week25,70.16
Week26,86.87
Week27,102.6
Week28,111.55
Week29,92.98
Week30,85.27
Week31,97.88
Week32,85.15
Week33,89.62
Week34,60.62
Week35,101.14
Week36,84.6
Week37,77.5
Week38,80.84
Week39,79.74
Week40,89.13
Week41,86.85
Week42,88.35
Week43,68.7
Week44,77.55
Week45,74.59
Week46,93.76
Week47,77.96
Week48,99.83
Week49,72.54
Week50,91.77
Week51,73.42
Week52,81.0
