,value
Week1,71.14
Week2,88.94
Week3,66.09
Week4,115.8
Week5,89.06
Week6,116.89
Week7,118.05
Week8,104.13
Week9,115.63
Week10,124.14
Week11,109.28
Week12,86.7
Week13,117.24
Week14,77.44
Week15,89.25
Week16,121.72
Week17,90.12
Week18,123.54
Week19,136.13
Week20,117.97
Week21,108.15
Week22,107.37
Week23,98.97
Week24,93.68
Week25,69.58
Week26,117.5
Week27,133.28
Week28,130.97
Week29,111.86
Week30,117.25
Week31,122.1
Week32,89.55
Week33,72.57
Week34,143.23
Week35,87.78
Week36,101.86
Week37,84.73
Week38,102.09
Week39,117.16
Week40,115.06
Week41,95.83
Week42,147.91
Week43,101.49
Week44,103.23
Week45,118.52
Week46,113.79
Week47,127.51
Week48,131.35
Week49,126.44
Week50,133.16
Week51,117.08
Week52,124.13
