,value
Week1,97.46
Week2,109.85
Week3,104.75
Week4,86.82
Week5,107.27
Week6,106.75
Week7,100.56
Week8,100.52
Week9,84.17
Week10,87.92
Week11,96.23
Week12,91.55
Week13,96.3
Week14,92.64
Week15,109.58
Week16,105.82
Week17,94.52
Week18,125.9
Week19,96.91
Week20,96.28
Week21,96.56
Week22,90.58
Week23,103.3
Week24,116.93
Week25,82.01
Week26,100.81
Week27,141.1
Week28,133.34
Week29,133.53
Week30,72.92
Week31,107.92
Week32,123.5
Week33,136.67
Week34,128.29
Week35,93.92
Week36,97.3
Week37,142.78
Week38,92.39
Week39,116.19
Week40,150.18
Week41,103.61
Week42,158.69
Week43,126.48
Week44,119.37
Week45,128.45
Week46,124.44
Week47,130.64
Week48,116.86
Week49,121.3
Week50,117.11
Week51,118.06
Week52,115.61
