,value
Week1,86.91
Week2,124.23
Week3,103.43
Week4,79.88
Week5,104.58
Week6,84.39
Week7,111.32
Week8,87.39
Week9,101.49
Week10,116.02
Week11,130.91
Week12,87.85
Week13,87.97
Week14,117.8
Week15,114.86
Week16,104.87
Week17,85.57
Week18,133.86
Week19,107.19
Week20,110.76
Week21,91.34
Week22,98.26
Week23,127.32
Week24,121.74
Week25,115.18
Week26,104.91
Week27,105.93
Week28,107.02
Week29,92.03
Week30,100.48
Week31,122.85
Week32,105.32
Week33,111.35
Week34,151.96
Week35,116.3
Week36,117.04
Week37,106.47
Week38,108.66
Week39,96.09
Week40,90.89
Week41,131.98
Week42,110.61
Week43,137.53
Week44,119.46
Week45,117.4
Week46,95.38
Week47,121.66
Week48,107.23
Week49,100.3
Week50,114.53
Week51,135.97
Week52,112.59
