,value
Week1,76.82
Week2,119.35
Week3,86.51
Week4,85.97
Week5,91.18
Week6,88.69
Week7,80.13
Week8,102.19
Week9,98.12
Week10,99.17
Week11,95.64
Week12,99.27
Week13,113.77
Week14,102.31
Week15,111.28
Week16,125.68
Week17,118.06
Week18,123.36
Week19,128.35
Week20,115.44
Week21,98.24
Week22,118.98
Week23,116.69
Week24,93.54
Week25,108.95
Week26,124.56
Week27,96.49
Week28,108.88
Week29,95.29
Week30,135.47
Week31,96.17
Week32,103.34
Week33,126.07
Week34,92.94
Week35,124.13
Week36,100.78
Week37,129.14
Week38,89.39
Week39,115.91
Week40,98.8
Week41,105.32
Week42,136.46
Week43,140.07
Week44,116.21
Week45,144.87
Week46,114.18
Week47,125.98
Week48,130.95
Week49,128.6
Week50,99.79
Week51,153.62
Week52,106.23
