,value
Week1,140.81
Week2,80.59
Week3,79.16
Week4,95.15
Week5,98.61
Week6,120.32
Week7,113.05
Week8,99.53
Week9,96.86
Week10,89.59
Week11,119.67
Week12,107.69
Week13,113.82
Week14,121.22
Week15,105.36
Week16,78.32
Week17,108.51
Week18,105.74
Week19,129.97
Week20,103.47
Week21,102.19
Week22,117.36
Week23,94.84
Week24,106.63
Week25,80.44
Week26,94.94
Week27,99.6
Week28,100.66
Week29,117.46
Week30,90.31
Week31,137.41
Week32,111.93
Week33,109.54
Week34,92.8
Week35,109.78
Week36,128.73
Week37,117.83
Week38,135.47
Week39,104.71
Week40,121.15
Week41,112.18
Week42,136.86
Week43,121.66
Week44,142.27
Week45,115.65
Week46,108.9
Week47,97.16
Week48,136.57
Week49,121.76
Week50,91.46
Week51,122.95
Week52,102.68
