,value
Week1,101.34
Week2,90.44
Week3,97.66
Week4,99.96
Week5,106.24
Week6,106.36
Week7,94.72
Week8,88.08
Week9,83.16
Week10,79.84
Week11,86.37
Week12,125.98
Week13,101.91
Week14,98.59
Week15,105.96
Week16,101.11
Week17,119.21
Week18,94.02
Week19,94.43
Week20,128.57
Week21,78.32
Week22,127.14
Week23,120.14
Week24,118.2
Week25,114.09
Week26,132.35
Week27,111.38
Week28,102.59
Week29,101.29
Week30,109.38
Week31,113.88
Week32,127.99
Week33,114.32
Week34,126.88
Week35,116.41
Week36,98.57
Week37,142.51
Week38,124.59
Week39,124.08
Week40,105.82
Week41,136.72
Week42,126.42
Week43,102.52
Week44,107.55
Week45,107.58
Week46,108.79
Week47,105.78
Week48,113.66
Week49,119.93
Week50,81.7
Week51,120.21
Week52,122.75
