,value
Week1,116.45
Week2,112.36
Week3,98.81
Week4,94.7
Week5,77.01
Week6,93.27
Week7,105.68
Week8,80.5
Week9,99.54
Week10,97.75
Week11,92.6
Week12,66.09
Week13,92.57
Week14,82.84
Week15,86.17
Week16,101.92
Week17,95.02
Week18,87.19
Week19,75.68
Week20,81.66
Week21,99.12
Week22,71.48
Week23,94.95
Week24,127.3
Week25,119.71
Week26,78.54
Week27,91.83
Week28,126.83
Week29,88.71
Week30,91.83
Week31,92.39
Week32,69.79
Week33,59.38
Week34,81.47
Week35,108.66
Week36,67.08
Week37,56.26
Week38,72.69
Week39,60.68
Week40,69.28
Week41,79.41
Week42,101.22
Week43,99.8
Week44,78.38
Week45,94.95
Week46,60.5
Week47,77.32
Week48,57.96
Week49,72.36
Week50,83.05
Week51,82.74
Week52,108.34
