,value
Week1,80.06
Week2,98.14
Week3,107.09
Week4,110.29
Week5,108.3
Week6,113.62
Week7,93.1
Week8,68.06
Week9,91.17
Week10,102.12
Week11,95.5
Week12,102.52
Week13,91.0
Week14,102.5
Week15,95.83
Week16,92.97
Week17,79.97
Week18,100.5
Week19,93.55
Week20,90.11
Week21,65.01
Week22,80.57
Week23,86.37
Week24,84.55
Week25,96.72
Week26,105.26
Week27,109.6
Week28,98.01
Week29,78.39
Week30,121.37
Week31,96.39
Week32,82.88
Week33,116.57
Week34,81.17
Week35,102.03
Week36,91.86
Week37,89.94
Week38,105.18
Week39,55.02
Week40,64.36
Week41,60.57
Week42,102.59
Week43,88.36
Week44,77.17
Week45,96.84
Week46,57.64
Week47,69.5
Week48,73.64
Week49,79.24
Week50,66.59
Week51,71.14
Week52,103.03
