,value
Week1,82.03
Week2,98.99
Week3,110.95
Week4,85.97
Week5,100.22
Week6,111.18
Week7,104.76
Week8,72.61
Week9,112.59
Week10,105.73
Week11,90.39
Week12,70.77
Week13,73.03
Week14,94.26
Week15,91.99
Week16,88.93
Week17,95.45
Week18,83.76
Week19,84.87
Week20,87.38
Week21,82.42
Week22,89.87
Week23,93.93
Week24,70.51
Week25,99.53
Week26,82.21
Week27,83.69
Week28,82.31
Week29,72.28
Week30,75.13
Week31,108.1
Week32,102.76
Week33,95.86
Week34,82.65
Week35,94.72
Week36,77.01
Week37,74.47
Week38,69.33
Week39,88.75
Week40,98.2
Week41,71.86
Week42,85.74
Week43,117.77
Week44,79.05
Week45,69.83
Week46,67.71
Week47,82.92
Week48,63.89
Week49,72.94
Week50,54.4
Week51,93.86
Week52,103.97
