,value
Week1,91.39
Week2,103.16
Week3,121.62
Week4,108.78
Week5,68.9
Week6,104.87
Week7,72.58
Week8,106.74
Week9,71.23
Week10,83.81
Week11,82.19
Week12,76.8
Week13,110.43
Week14,99.59
Week15,83.59
Week16,98.43
Week17,107.54
Week18,100.65
Week19,120.39
Week20,89.98
Week21,90.76
Week22,88.05
Week23,59.16
Week24,111.63
Week25,68.91
Week26,102.76
Week27,105.33
Week28,104.1
Week29,68.66
Week30,87.02
Week31,73.66
Week32,62.67
Week33,89.46
Week34,89.35
Week35,106.57
Week36,108.01
Week37,88.45
Week38,99.38
Week39,71.57
Week40,90.11
Week41,69.85
Week42,73.21
Week43,105.99
Week44,73.1
Week45,88.17
Week46,106.32
Week47,88.4
Week48,91.8
Week49,64.01
Week50,63.14
Week51,99.28
Week52,76.53
