,value
Week1,97.69
Week2,127.65
Week3,94.1
Week4,103.71
Week5,98.98
Week6,99.46
Week7,101.07
Week8,102.86
Week9,103.69
Week10,129.58
Week11,117.04
Week12,108.58
Week13,110.94
Week14,92.44
Week15,106.74
Week16,103.14
Week17,87.7
Week18,90.09
Week19,122.81
Week20,97.15
Week21,117.5
Week22,100.5
Week23,75.41
Week24,118.12
Week25,119.08
Week26,137.23
Week27,96.86
Week28,127.05
Week29,82.06
Week30,125.94
Week31,115.9
Week32,121.23
Week33,76.25
Week34,121.35
Week35,92.14
Week36,132.03
Week37,98.95
Week38,108.42
Week39,105.84
Week40,132.2
Week41,126.04
Week42,106.17
Week43,129.66
Week44,130.83
Week45,94.46
Week46,138.19
Week47,112.58
Week48,106.69
Week49,118.65
Week50,121.48
Week51,146.26
Week52,125.35
