,value
Week1,96.28
Week2,81.69
Week3,102.11
Week4,124.41
Week5,119.25
Week6,89.96
Week7,104.62
Week8,87.11
Week9,104.15
Week10,107.66
Week11,86.15
Week12,101.78
Week13,87.46
Week14,74.96
Week15,103.42
Week16,103.54
Week17,82.74
Week18,86.02
Week19,108.67
Week20,89.34
Week21,84.5
Week22,70.62
Week23,95.15
Week24,101.47
Week25,59.07
Week26,100.22
Week27,95.48
Week28,96.67
Week29,85.6
Week30,88.72
Week31,97.87
Week32,86.19
Week33,90.88
Week34,96.84
Week35,95.1
Week36,75.78
Week37,73.21
Week38,70.01
Week39,79.51
Week40,98.14
Week41,72.54
Week42,66.7
Week43,84.21
Week44,87.46
Week45,95.24
Week46,64.11
Week47,85.62
Week48,79.39
Week49,83.03
Week50,78.55
Week51,90.2
Week52,112.36
