,value
Week1,103.47
Week2,109.44
Week3,97.33
Week4,121.53
Week5,86.6
Week6,104.68
Week7,93.15
Week8,73.13
Week9,86.6
Week10,117.28
Week11,113.9
Week12,88.04
Week13,81.79
Week14,108.02
Week15,92.96
Week16,89.64
Week17,95.91
Week18,93.59
Week19,102.88
Week20,109.71
Week21,108.11
Week22,103.76
Week23,87.63
Week24,135.96
Week25,98.38
Week26,116.47
Week27,121.89
Week28,113.62
Week29,115.22
Week30,137.12
Week31,127.05
Week32,115.46
Week33,111.29
Week34,108.27
Week35,110.9
Week36,105.72
Week37,132.67
Week38,147.03
Week39,110.85
Week40,93.12
Week41,110.83
Week42,100.26
Week43,96.6
Week44,113.44
Week45,118.63
Week46,106.44
Week47,115.05
Week48,139.85
Week49,128.85
Week50,148.27
Week51,112.54
Week52,86.69
