,value
Week1,89.7
Week2,79.64
Week3,100.38
Week4,112.41
Week5,111.58
Week6,104.29
Week7,88.7
Week8,85.35
Week9,153.55
Week10,117.78
Week11,111.62
Week12,85.22
Week13,114.26
Week14,116.11
Week15,117.05
Week16,111.99
Week17,97.3
Week18,111.84
Week19,109.66
Week20,106.1
Week21,110.44
Week22,111.08
Week23,96.18
Week24,121.97
Week25,118.15
Week26,126.62
Week27,112.37
Week28,82.49
Week29,130.64
Week30,110.6
Week31,126.28
Week32,104.37
Week33,91.04
Week34,74.27
Week35,80.41
Week36,99.46
Week37,125.8
Week38,118.91
Week39,110.95
Week40,113.43
Week41,115.16
Week42,113.24
Week43,119.74
Week44,116.77
Week45,125.96
Week46,122.38
Week47,88.28
Week48,105.64
Week49,134.48
Week50,123.84
Week51,125.55
Week52,145.32
