,value
Week1,124.24
Week2,112.53
Week3,89.08
Week4,112.05
Week5,113.57
Week6,111.4
Week7,109.52
Week8,92.87
Week9,78.42
Week10,115.29
Week11,106.67
Week12,99.01
Week13,85.91
Week14,102.81
Week15,118.59
Week16,118.8
Week17,117.68
Week18,129.86
Week19,86.13
Week20,103.26
Week21,133.84
Week22,107.23
Week23,120.11
Week24,125.01
Week25,119.86
Week26,119.04
Week27,120.28
Week28,99.1
Week29,93.91
Week30,79.58
Week31,111.94
Week32,108.24
Week33,101.04
Week34,120.11
Week35,99.0
Week36,139.06
Week37,114.67
Week38,109.2
Week39,128.01
Week40,111.1
Week41,117.02
Week42,105.4
Week43,124.95
Week44,138.92
Week45,137.17
Week46,122.34
Week47,133.41
Week48,116.02
Week49,112.2
Week50,115.11
Week51,104.9
Week52,124.41
