,value
Week1,78.27
Week2,88.03
Week3,119.71
Week4,138.95
Week5,109.28
Week6,132.59
Week7,109.85
Week8,95.16
Week9,77.61
Week10,96.97
Week11,102.76
Week12,125.36
Week13,95.8
Week14,88.49
Week15,97.9
Week16,77.88
Week17,102.77
Week18,94.27
Week19,100.99
Week20,110.6
Week21,98.05
Week22,97.67
Week23,114.82
Week24,92.39
Week25,107.78
Week26,70.31
Week27,91.13
Week28,78.4
Week29,95.63
Week30,69.01
Week31,68.76
Week32,110.7
Week33,68.56
Week34,67.69
Week35,88.18
Week36,88.75
Week37,112.56
Week38,78.42
Week39,106.19
Week40,65.9
Week41,117.42
Week42,115.81
Week43,80.19
Week44,73.81
Week45,67.56
Week46,88.12
Week47,107.22
Week48,108.12
Week49,89.07
Week50,70.65
Week51,79.73
Week52,89.77
