,value
Week1,99.18
Week2,65.61
Week3,128.22
Week4,72.19
Week5,112.99
Week6,110.04
Week7,102.56
Week8,90.42
Week9,79.74
Week10,91.56
Week11,114.23
Week12,127.16
Week13,100.24
Week14,92.87
Week15,94.92
Week16,93.2
Week17,107.01
Week18,97.42
Week19,99.44
Week20,107.34
Week21,100.21
Week22,107.96
Week23,106.13
Week24,115.38
Week25,95.99
Week26,102.97
Week27,96.97
Week28,113.18
Week29,107.43
Week30,121.26
Week31,127.94
Week32,101.32
Week33,95.7
Week34,78.31
Week35,116.12
Week36,109.44
Week37,108.18
Week38,110.09
Week39,134.16
Week40,142.09
Week41,130.62
Week42,106.69
Week43,91.57
Week44,114.42
Week45,144.73
Week46,106.24
Week47,131.75
Week48,119.16
Week49,116.47
Week50,91.74
Week51,125.12
Week52,112.25
