,value
Week1,72.82
Week2,101.3
Week3,93.46
Week4,114.15
Week5,103.89
Week6,82.6
Week7,116.05
Week8,70.39
Week9,67.3
Week10,110.2
Week11,119.34
Week12,109.09
Week13,106.91
Week14,109.98
Week15,117.82
Week16,95.02
Week17,79.81
Week18,104.91
Week19,100.07
Week20,116.78
Week21,95.94
Week22,97.17
Week23,111.69
Week24,113.18
Week25,121.4
Week26,114.03
Week27,116.38
Week28,92.7
Week29,107.69
Week30,111.38
Week31,117.02
Week32,131.96
Week33,105.97
Week34,95.42
Week35,126.12
Week36,95.97
Week37,86.11
Week38,124.75
Week39,95.95
Week40,99.89
Week41,117.07
Week42,123.4
Week43,118.1
Week44,99.66
Week45,122.99
Week46,123.1
Week47,104.79
Week48,130.71
Week49,112.21
Week50,111.57
Week51,132.56
Week52,116.16
