,value
Week1,132.27
Week2,98.15
Week3,101.4
Week4,97.29
Week5,114.65
Week6,92.07
Week7,74.7
Week8,118.45
Week9,70.93
Week10,87.35
Week11,91.78
Week12,119.79
Week13,118.4
Week14,101.65
Week15,130.04
Week16,112.75
Week17,109.74
Week18,77.98
Week19,115.22
Week20,100.55
Week21,129.09
Week22,91.84
Week23,115.4
Week24,98.64
Week25,105.03
Week26,116.21
Week27,89.58
Week28,114.92
Week29,138.36
Week30,99.25
Week31,138.72
Week32,114.96
Week33,98.44
Week34,134.25
Week35,134.91
Week36,119.68
Week37,131.37
Week38,115.77
Week39,113.58
Week40,123.65
Week41,115.88
Week42,144.73
Week43,103.58
Week44,103.06
Week45,123.93
Week46,103.46
Week47,100.77
Week48,141.19
Week49,151.56
Week50,115.43
Week51,123.83
Week52,112.79
