,value
Week1,64.04
Week2,118.95
Week3,107.63
Week4,107.36
Week5,72.83
Week6,76.22
Week7,113.54
Week8,101.5
Week9,125.93
Week10,97.65
Week11,93.66
Week12,111.92
Week13,112.6
Week14,88.81
Week15,109.48
Week16,92.72
Week17,106.67
Week18,138.7
Week19,124.72
Week20,141.31
Week21,121.76
Week22,128.25
Week23,124.03
Week24,115.07
Week25,121.22
Week26,84.48
Week27,111.47
Week28,106.79
Week29,93.94
Week30,89.87
Week31,116.49
Week32,85.75
Week33,139.04
Week34,116.57
Week35,115.19
Week36,99.17
Week37,114.25
Week38,136.77
Week39,107.13
Week40,157.72
Week41,137.59
Week42,122.88
Week43,125.14
Week44,106.87
Week45,125.44
Week46,100.81
Week47,120.71
Week48,134.29
Week49,115.74
Week50,100.69
Week51,103.01
Week52,117.03
