,value
Week1,59.09
Week2,89.71
Week3,76.85
Week4,94.12
Week5,106.62
Week6,106.11
Week7,108.29
Week8,118.49
Week9,118.27
Week10,123.92
Week11,115.24
Week12,114.2
Week13,90.71
Week14,101.72
Week15,97.75
Week16,144.92
Week17,111.99
Week18,91.9
Week19,96.11
Week20,101.02
Week21,97.8
Week22,113.5
Week23,121.12
Week24,98.38
Week25,116.52
Week26,106.65
Week27,118.87
Week28,115.07
Week29,95.07
Week30,99.35
Week31,100.8
Week32,116.95
Week33,101.44
Week34,130.33
Week35,126.52
Week36,127.83
Week37,120.66
Week38,86.83
Week39,128.18
Week40,117.67
Week41,119.44
Week42,104.98
Week43,110.0
Week44,151.92
Week45,114.62
Week46,76.55
Week47,128.34
Week48,109.49
Week49,130.36
Week50,118.13
Week51,122.28
Week52,133.3
