,value
Week1,94.08
Week2,104.52
Week3,95.36
Week4,91.62
Week5,109.71
Week6,99.61
Week7,85.18
Week8,117.1
Week9,86.59
Week10,101.08
Week11,104.13
Week12,104.94
Week13,76.62
Week14,84.89
Week15,73.16
Week16,79.49
Week17,91.0
Week18,117.92
Week19,82.08
Week20,84.93
Week21,63.85
Week22,69.8
Week23,85.09
Week24,85.28
Week25,87.84
Week26,65.33
Week27,90.3
Week28,98.61
Week29,109.78
Week30,118.13
Week31,51.36
Week32,80.57
Week33,90.42
Week34,69.65
Week35,101.38
Week36,107.15
Week37,62.51
Week38,55.1
Week39,70.97
Week40,80.22
Week41,99.99
Week42,64.35
Week43,63.21
Week44,89.15
Week45,100.36
Week46,62.75
Week47,85.32
Week48,91.23
Week49,95.39
Week50,95.67
Week51,85.57
Week52,87.52
