,value
Week1,121.21
Week2,92.42
Week3,94.15
Week4,114.59
Week5,84.51
Week6,90.43
Week7,92.39
Week8,101.72
Week9,104.0
Week10,94.69
Week11,94.33
Week12,92.01
Week13,117.62
Week14,84.07
Week15,108.34
Week16,111.94
Week17,91.77
Week18,106.91
Week19,98.91
Week20,117.24
Week21,124.0
Week22,105.53
Week23,89.56
Week24,119.31
Week25,111.79
Week26,118.74
Week27,100.8
Week28,89.91
Week29,107.41
Week30,126.07
Week31,110.88
Week32,129.1
Week33,114.07
Week34,133.6
Week35,105.15
Week36,101.94
Week37,119.7
Week38,113.63
Week39,147.34
Week40,123.9
Week41,104.21
Week42,145.05
Week43,143.02
Week44,122.55
Week45,97.69
Week46,97.98
Week47,94.33
Week48,133.77
Week49,127.24
Week50,117.67
Week51,111.54
Week52,124.62
