,value
Week1,76.92
Week2,114.2
Week3,92.59
Week4,108.61
Week5,94.54
Week6,113.26
Week7,108.72
Week8,91.07
Week9,107.93
Week10,126.72
Week11,100.66
Week12,94.83
Week13,111.2
Week14,99.95
Week15,101.44
Week16,113.19
Week17,113.86
Week18,117.33
Week19,98.92
Week20,111.1
Week21,121.47
Week22,100.49
Week23,116.9
Week24,112.29
Week25,96.31
Week26,108.11
Week27,106.18
Week28,127.35
Week29,141.0
Week30,115.07
Week31,115.28
Week32,121.17
Week33,105.56
Week34,106.71
Week35,136.4
Week36,113.76
Week37,121.91
Week38,110.84
Week39,147.93
Week40,122.36
Week41,111.08
Week42,103.17
Week43,111.96
Week44,126.8
Week45,113.42
Week46,123.29
Week47,116.39
Week48,125.95
Week49,106.54
Week50,115.89
Week51,127.13
Week52,122.96
