,value
Week1,87.49
Week2,112.26
Week3,108.49
Week4,106.25
Week5,90.69
Week6,102.96
Week7,96.57
Week8,110.85
Week9,78.12
Week10,94.8
Week11,86.41
Week12,112.33
Week13,54.6
Week14,76.11
Week15,73.25
Week16,89.84
Week17,76.35
Week18,104.73
Week19,80.34
Week20,104.26
Week21,114.8
Week22,95.43
Week23,101.53
Week24,103.75
Week25,101.15
Week26,104.07
Week27,89.91
Week28,95.83
Week29,75.98
Week30,94.31
Week31,95.11
Week32,93.23
Week33,66.66
Week34,56.85
Week35,73.32
Week36,65.32
Week37,55.7
Week38,100.89
Week39,102.09
Week40,84.84
Week41,87.87
Week42,101.78
Week43,96.27
Week44,107.6
Week45,52.74
Week46,95.54
Week47,56.32
Week48,95.99
Week49,75.28
Week50,81.0
Week51,80.24
Week52,54.97
