,value
Week1,105.9
Week2,85.43
Week3,58.73
Week4,124.59
Week5,121.28
Week6,102.44
Week7,93.48
Week8,89.97
Week9,89.58
Week10,111.22
Week11,87.71
Week12,105.11
Week13,95.88
Week14,89.58
Week15,98.79
Week16,62.21
Week17,79.99
Week18,100.9
Week19,70.75
Week20,104.6
Week21,93.66
Week22,110.3
Week23,92.66
Week24,81.92
Week25,87.11
Week26,106.32
Week27,102.15
Week28,64.31
Week29,95.7
Week30,85.18
Week31,90.55
Week32,71.56
Week33,94.76
Week34,62.97
Week35,77.97
Week36,73.0
Week37,78.93
Week38,95.78
Week39,81.12
Week40,74.84
Week41,76.96
Week42,91.25
Week43,57.82
Week44,88.45
Week45,86.17
Week46,75.48
Week47,79.14
Week48,104.05
Week49,54.48
Week50,100.13
Week51,115.02
Week52,64.4
