,value
Week1,110.88
Week2,107.83
Week3,79.13
Week4,107.85
Week5,105.64
Week6,112.05
Week7,92.5
Week8,101.0
Week9,72.18
Week10,73.45
Week11,108.1
Week12,88.32
Week13,107.95
Week14,129.2
Week15,84.41
Week16,76.86
Week17,97.18
Week18,100.22
Week19,71.14
Week20,87.03
Week21,69.15
Week22,84.9
Week23,98.72
Week24,95.5
Week25,92.54
Week26,86.59
Week27,105.17
Week28,94.39
Week29,106.84
Week30,87.47
Week31,94.35
Week32,64.77
Week33,108.22
Week34,85.84
Week35,66.56
Week36,62.35
Week37,84.45
Week38,85.27
Week39,62.23
Week40,64.93
Week41,107.77
Week42,73.52
Week43,73.44
Week44,74.58
Week45,63.5
Week46,93.94
Week47,78.93
Week48,82.89
Week49,77.1
Week50,75.71
Week51,77.21
Week52,49.02
