,value
Week1,87.44
Week2,131.88
Week3,67.08
Week4,86.27
Week5,82.92
Week6,100.99
Week7,105.74
Week8,107.05
Week9,115.47
Week10,111.96
Week11,109.31
Week12,83.39
Week13,103.95
Week14,96.06
Week15,96.93
Week16,97.71
Week17,98.87
Week18,112.2
Week19,83.54
Week20,89.81
Week21,111.95
Week22,109.32
Week23,123.19
Week24,106.79
Week25,102.87
Week26,88.15
Week27,87.4
Week28,108.02
Week29,93.0
Week30,101.78
Week31,85.48
Week32,105.99
Week33,120.35
Week34,136.35
Week35,113.41
Week36,133.39
Week37,139.43
Week38,126.75
Week39,142.76
Week40,121.38
Week41,95.18
Week42,121.04
Week43,137.63
Week44,139.11
Week45,154.1
Week46,145.32
Week47,122.37
Week48,111.06
Week49,144.96
Week50,110.23
Week51,125.41
Week52,110.08
