,value
Week1,105.13
Week2,109.42
Week3,110.03
Week4,112.88
Week5,109.7
Week6,108.54
Week7,105.34
Week8,91.22
Week9,100.19
Week10,79.65
Week11,97.63
Week12,110.09
Week13,99.16
Week14,125.46
Week15,90.99
Week16,125.93
Week17,122.19
Week18,93.59
Week19,97.07
Week20,68.58
Week21,65.7
Week22,109.8
Week23,121.62
Week24,95.36
Week25,98.99
Week26,80.94
Week27,109.52
Week28,68.68
Week29,80.88
Week30,87.44
Week31,79.79
Week32,89.12
Week33,74.43
Week34,94.56
Week35,117.09
Week36,64.24
Week37,109.6
Week38,98.94
Week39,96.75
Week40,98.86
Week41,77.87
Week42,69.85
Week43,84.99
Week44,96.97
Week45,78.89
Week46,69.37
Week47,66.3
Week48,107.6
Week49,91.05
Week50,70.76
Week51,85.14
Week52,118.29
